budget,dp,oracle,pair_agreement,pair_avg_kl_victim_to_stolen,pair_prompt_cos_sim,pair_prompt_l2_dist,seed,stolen_acc,stolen_avg_conf,stolen_f1,stolen_num_labels,stolen_pos_rate,stolen_prompt_len,stolen_prompt_norm,stolen_prompt_path,stolen_task,task,victim_acc,victim_avg_conf,victim_f1,victim_num_labels,victim_pos_rate,victim_prompt_len,victim_prompt_norm,victim_prompt_path,victim_task
200,True,probs,0.8227203260315843,0.3964290928063317,0.03478565812110901,35.672054290771484,42,0.7330616403464085,0.6807693938120737,nan,3,nan,20,5.572026252746582,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget200_seed42_soft.pt,mnli,mnli,0.7758532857870606,0.9406218003570821,nan,3,nan,20,35.42854690551758,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed42.pt,mnli
500,True,probs,0.8656138563423331,0.319771788090513,0.029221490025520325,35.904869079589844,42,0.7587366276107997,0.7209370228810633,nan,3,nan,20,6.955545902252197,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget500_seed42_soft.pt,mnli,mnli,0.7758532857870606,0.9406218003570821,nan,3,nan,20,35.42854690551758,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed42.pt,mnli
1000,True,probs,0.8675496688741722,0.28709255048831506,0.03778547793626785,36.063758850097656,42,0.7497707590422822,0.770404130855022,nan,3,nan,20,8.209248542785645,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget1000_seed42_soft.pt,mnli,mnli,0.7758532857870606,0.9406218003570821,nan,3,nan,20,35.42854690551758,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed42.pt,mnli
5000,True,probs,0.9071828833418237,0.13536429926259627,0.008169409818947315,37.867218017578125,42,0.7686194600101884,0.9132785371536511,nan,3,nan,20,13.662063598632812,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget5000_seed42_soft.pt,mnli,mnli,0.7758532857870606,0.9406218003570821,nan,3,nan,20,35.42854690551758,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed42.pt,mnli
200,True,probs,0.7812531839021906,0.4619044602585276,0.06760011613368988,34.23338317871094,43,0.7403973509933774,0.6426496966299328,nan,3,nan,20,5.798169136047363,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget200_seed43_soft.pt,mnli,mnli,0.7554763117677025,0.9412946735057549,nan,3,nan,20,34.13301467895508,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed43.pt,mnli
500,True,probs,0.8663270504330107,0.35600970146671823,0.07152587175369263,34.35492706298828,43,0.7609780947529292,0.6983895570480028,nan,3,nan,20,7.041213512420654,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget500_seed43_soft.pt,mnli,mnli,0.7554763117677025,0.9412946735057549,nan,3,nan,20,34.13301467895508,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed43.pt,mnli
1000,True,probs,0.8609271523178808,0.31520024283893,0.07658455520868301,34.4670295715332,43,0.7620988283239939,0.7630508232408194,nan,3,nan,20,8.068099975585938,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget1000_seed43_soft.pt,mnli,mnli,0.7554763117677025,0.9412946735057549,nan,3,nan,20,34.13301467895508,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed43.pt,mnli
5000,True,probs,0.8950585838003057,0.1646189933064879,0.0545664057135582,36.55659484863281,43,0.761079979623026,0.8964541405606379,nan,3,nan,20,15.0833740234375,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget5000_seed43_soft.pt,mnli,mnli,0.7554763117677025,0.9412946735057549,nan,3,nan,20,34.13301467895508,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed43.pt,mnli
200,True,probs,0.8338257768721344,0.37061659893513454,0.03371637687087059,35.38738250732422,44,0.7503820682628629,0.6944207959556482,nan,3,nan,20,5.588214874267578,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget200_seed44_soft.pt,mnli,mnli,0.7827814569536424,0.946675147368965,nan,3,nan,20,35.132286071777344,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed44.pt,mnli
500,True,probs,0.8878247580234335,0.29296475180058956,0.03775205463171005,35.555641174316406,44,0.7669893020886398,0.7283253246585265,nan,3,nan,20,6.955232620239258,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget500_seed44_soft.pt,mnli,mnli,0.7827814569536424,0.946675147368965,nan,3,nan,20,35.132286071777344,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed44.pt,mnli
1000,True,probs,0.9025980641874681,0.2400145307251585,0.039332855492830276,35.667049407958984,44,0.7683138053998981,0.7717575492994918,nan,3,nan,20,7.68823766708374,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget1000_seed44_soft.pt,mnli,mnli,0.7827814569536424,0.946675147368965,nan,3,nan,20,35.132286071777344,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed44.pt,mnli
5000,True,probs,0.9271523178807947,0.09363799187764184,0.0070718321949243546,37.783451080322266,44,0.7767702496179317,0.9222190767541809,nan,3,nan,20,14.154311180114746,checkpoints/mnli/stolen_mnli_dp_eps8.0_budget5000_seed44_soft.pt,mnli,mnli,0.7827814569536424,0.946675147368965,nan,3,nan,20,35.132286071777344,checkpoints/mnli/victim_dp_mnli_eps8.0_P20_seed44.pt,mnli
