budget,dp,oracle,pair_agreement,pair_avg_kl_victim_to_stolen,pair_prompt_cos_sim,pair_prompt_l2_dist,seed,stolen_acc,stolen_avg_conf,stolen_f1,stolen_num_labels,stolen_pos_rate,stolen_prompt_len,stolen_prompt_norm,stolen_prompt_path,stolen_task,task,victim_acc,victim_avg_conf,victim_f1,victim_num_labels,victim_pos_rate,victim_prompt_len,victim_prompt_norm,victim_prompt_path,victim_task
200,True,probs,0.9024345597656965,0.22638447971957606,0.021168453618884087,37.43913650512695,42,0.8486179754713528,0.8132112587892636,0.8441093308199811,2,0.4656781987918726,20,5.3997602462768555,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget200_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
500,True,probs,0.5912502288120081,0.612851526162006,0.009323295205831528,37.68390655517578,42,0.5799011532125206,0.6841857144842649,0.6966292134831462,2,0.8793703093538349,20,6.605077266693115,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget500_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
200,True,probs,0.9024345597656965,0.22638447971957606,0.021168453618884087,37.43913650512695,42,0.8486179754713528,0.8132112587892636,0.8441093308199811,2,0.4656781987918726,20,5.3997602462768555,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget200_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
500,True,probs,0.5912502288120081,0.612851526162006,0.009323295205831528,37.68390655517578,42,0.5799011532125206,0.6841857144842649,0.6966292134831462,2,0.8793703093538349,20,6.605077266693115,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget500_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
1000,True,probs,0.5482335712978217,0.6011291777129665,0.009317553602159023,37.854618072509766,42,0.543108182317408,0.6038563773895214,0.21509433962264152,2,0.07669778509976204,20,7.561850547790527,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget1000_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
5000,True,probs,0.5445725791689547,0.618213984799564,-0.011960519477725029,40.65727233886719,42,0.5361522972725609,0.5878603696255769,0.2330508474576271,2,0.09939593629873696,20,16.053531646728516,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget5000_seed42_soft.pt,qnli,qnli,0.8725974739154311,0.9774473662693248,0.8740043446777698,2,0.5057660626029654,20,37.162166595458984,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed42.pt,qnli
200,True,probs,0.5390810909756544,0.697257156448881,0.0019157970091328025,32.63428497314453,43,0.5053999633900788,0.7152831105332267,0.6712895377128955,2,0.9992678015742266,20,5.390631675720215,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget200_seed43_soft.pt,qnli,qnli,0.8685703825736775,0.9768195015245494,0.8742116327960756,2,0.5394471901885411,20,32.19631576538086,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed43.pt,qnli
500,True,probs,0.5390810909756544,0.7191868192674301,0.007269717287272215,32.88975143432617,43,0.505033864177192,0.7293566327249525,0.671126246655315,2,0.9996339007871133,20,6.956223487854004,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget500_seed43_soft.pt,qnli,qnli,0.8685703825736775,0.9768195015245494,0.8742116327960756,2,0.5394471901885411,20,32.19631576538086,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed43.pt,qnli
1000,True,probs,0.5394471901885411,0.6730418160091318,-0.009226284921169281,33.013267517089844,43,0.5053999633900788,0.714753427632929,0.6714494163424125,2,1.0,20,7.007823467254639,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget1000_seed43_soft.pt,qnli,qnli,0.8685703825736775,0.9768195015245494,0.8742116327960756,2,0.5394471901885411,20,32.19631576538086,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed43.pt,qnli
5000,True,probs,0.652022698151199,0.5593548017763162,-0.006154600065201521,35.259033203125,43,0.6110195863078894,0.7907272347944813,0.7185803204873528,2,0.876807614863628,20,14.17668342590332,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget5000_seed43_soft.pt,qnli,qnli,0.8685703825736775,0.9768195015245494,0.8742116327960756,2,0.5394471901885411,20,32.19631576538086,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed43.pt,qnli
200,True,probs,0.585941790225151,0.6012122629981937,0.00023464846890419722,32.78777313232422,44,0.5683690280065898,0.5556125661817506,0.46482069904675444,2,0.3011166025993044,20,5.405250072479248,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget200_seed44_soft.pt,qnli,qnli,0.8638110928061504,0.9721334556203916,0.862629246676514,2,0.48599670510708404,20,32.340431213378906,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed44.pt,qnli
500,True,probs,0.5037525169320886,0.6352038106463581,0.000135097187012434,32.906925201416016,44,0.5147354933186894,0.561603158423256,0.6059164560725435,2,0.7259747391543108,20,6.084034442901611,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget500_seed44_soft.pt,qnli,qnli,0.8638110928061504,0.9721334556203916,0.862629246676514,2,0.48599670510708404,20,32.340431213378906,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed44.pt,qnli
1000,True,probs,0.5205930807248764,0.6288572900050423,-0.018813684582710266,33.208396911621094,44,0.5297455610470437,0.5560784574701043,0.6162808065720686,2,0.7201171517481237,20,6.958881378173828,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget1000_seed44_soft.pt,qnli,qnli,0.8638110928061504,0.9721334556203916,0.862629246676514,2,0.48599670510708404,20,32.340431213378906,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed44.pt,qnli
5000,True,probs,0.6798462383305875,0.5388494844666205,0.014585461467504501,35.114662170410156,44,0.662639575324913,0.7330125096122271,0.7257848534444279,2,0.7248764415156508,20,14.15958023071289,checkpoints/qnli/stolen_qnli_dp_eps8.0_budget5000_seed44_soft.pt,qnli,qnli,0.8638110928061504,0.9721334556203916,0.862629246676514,2,0.48599670510708404,20,32.340431213378906,checkpoints/qnli/victim_dp_qnli_eps8.0_P20_seed44.pt,qnli
