budget,dp,oracle,pair_agreement,pair_avg_kl_victim_to_stolen,pair_prompt_cos_sim,pair_prompt_l2_dist,seed,stolen_acc,stolen_avg_conf,stolen_f1,stolen_num_labels,stolen_pos_rate,stolen_prompt_len,stolen_prompt_norm,stolen_prompt_path,stolen_task,task,victim_acc,victim_avg_conf,victim_f1,victim_num_labels,victim_pos_rate,victim_prompt_len,victim_prompt_norm,victim_prompt_path,victim_task
200,True,hard,0.6022260697501856,0.6129104551896287,0.0027027311734855175,53.23711395263672,42,0.6242888943853574,0.6854141099011282,0.09074583981802944,2,0.0450408112787534,20,5.363059997558594,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget200_seed42_hard.pt,qqp,qqp,0.8818698985901559,0.9771076957217661,0.8447334200260078,2,0.3926539698243878,20,52.98078155517578,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed42.pt,qqp
500,True,hard,0.5870887954489241,0.6251793763792636,0.009331847541034222,53.31780242919922,42,0.5612169181301014,0.6375509933407519,0.6013483146067415,2,0.7325006183527084,20,6.5001420974731445,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget500_seed42_hard.pt,qqp,qqp,0.8818698985901559,0.9771076957217661,0.8447334200260078,2,0.3926539698243878,20,52.98078155517578,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed42.pt,qqp
1000,True,hard,0.7147167944595597,0.6194714356583296,0.01712740585207939,53.47164535522461,42,0.6795943606232995,0.8614720538203268,0.6501188418323249,2,0.547588424437299,20,8.19289779663086,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget1000_seed42_hard.pt,qqp,qqp,0.8818698985901559,0.9771076957217661,0.8447334200260078,2,0.3926539698243878,20,52.98078155517578,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed42.pt,qqp
5000,True,hard,0.7796190947316349,0.5169768141750767,0.015471984632313251,54.46122360229492,42,0.7447440019787287,0.8992290794038549,0.6511156186612576,2,0.3634677219886223,20,13.458263397216797,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget5000_seed42_hard.pt,qqp,qqp,0.8818698985901559,0.9771076957217661,0.8447334200260078,2,0.3926539698243878,20,52.98078155517578,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed42.pt,qqp
200,True,hard,0.6104130596092011,0.7888238294744385,0.0005458430387079716,61.45658874511719,43,0.6318327974276527,0.8328941559396461,0.0,2,0.0,20,5.274718284606934,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget200_seed43_hard.pt,qqp,qqp,0.7701706653475142,0.9755554074672611,0.6966966966966966,2,0.3895869403907989,20,61.23268127441406,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed43.pt,qqp
500,True,hard,0.6107346030175612,0.7739715812054714,-0.007254363968968391,61.607818603515625,43,0.6329458323027455,0.8184160036761189,0.02650223038572553,2,0.008879544892406629,20,6.358627796173096,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget500_seed43_hard.pt,qqp,qqp,0.7701706653475142,0.9755554074672611,0.6966966966966966,2,0.3895869403907989,20,61.23268127441406,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed43.pt,qqp
1000,True,hard,0.6078159782339847,0.8023501167313875,-0.0037633285392075777,61.68256759643555,43,0.6271085827355923,0.8372116560632865,0.06453214197071233,2,0.03044768736087064,20,7.209413051605225,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget1000_seed43_hard.pt,qqp,qqp,0.7701706653475142,0.9755554074672611,0.6966966966966966,2,0.3895869403907989,20,61.23268127441406,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed43.pt,qqp
5000,True,hard,0.637175364828098,0.9202793671593582,-0.0012796302326023579,63.17784118652344,43,0.6428642097452387,0.8516047897357738,0.20791047232431836,2,0.08271085827355924,20,15.47810173034668,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget5000_seed43_hard.pt,qqp,qqp,0.7701706653475142,0.9755554074672611,0.6966966966966966,2,0.3895869403907989,20,61.23268127441406,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed43.pt,qqp
200,True,hard,0.5454860252287905,0.6280198460989826,-0.014998042024672031,58.10751724243164,44,0.5619589413801632,0.5600898340731424,0.2977795400475813,2,0.25562700964630225,20,5.553122520446777,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget200_seed44_hard.pt,qqp,qqp,0.8723225327726936,0.9747479565450823,0.83227190018196,2,0.39304971555775414,20,57.75834274291992,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed44.pt,qqp
500,True,hard,0.5354934454612911,0.6289866473042018,-0.006895999424159527,58.163482666015625,44,0.5288152362107346,0.5534909460882488,0.495364238410596,2,0.5655453870887954,20,6.466279029846191,checkpoints/qqp/stolen_qqp_dp_eps8.0_budget500_seed44_hard.pt,qqp,qqp,0.8723225327726936,0.9747479565450823,0.83227190018196,2,0.39304971555775414,20,57.75834274291992,checkpoints/qqp/victim_dp_qqp_eps8.0_P20_seed44.pt,qqp
