budget,dp,oracle,pair_agreement,pair_avg_kl_victim_to_stolen,pair_prompt_cos_sim,pair_prompt_l2_dist,seed,stolen_acc,stolen_avg_conf,stolen_f1,stolen_num_labels,stolen_pos_rate,stolen_prompt_len,stolen_prompt_norm,stolen_prompt_path,stolen_task,task,victim_acc,victim_avg_conf,victim_f1,victim_num_labels,victim_pos_rate,victim_prompt_len,victim_prompt_norm,victim_prompt_path,victim_task
200,False,probs,0.5906752411575563,0.43234829918571016,0.009871916845440865,16.90766143798828,42,0.5997526589166461,0.6230906363616272,0.27668514214196316,2,0.18518426910709868,20,5.4663896560668945,checkpoints/qqp/stolen_qqp_nodp_budget200_seed42_soft.pt,qqp,qqp,0.8862973039821914,0.8991629268165983,0.8485187992223284,2,0.3824387830818699,20,16.053665161132812,checkpoints/qqp/victim_qqp_P20_seed42.pt,qqp
500,False,probs,0.5785802621815483,0.526462323254888,0.003817231860011816,17.248266220092773,42,0.5616373979718031,0.7437028547575236,0.6098919240166406,2,0.7555280732129607,20,6.368906497955322,checkpoints/qqp/stolen_qqp_nodp_budget500_seed42_soft.pt,qqp,qqp,0.8862973039821914,0.8991629268165983,0.8485187992223284,2,0.3824387830818699,20,16.053665161132812,checkpoints/qqp/victim_qqp_P20_seed42.pt,qqp
1000,False,probs,0.6727430126143953,0.3834591237501493,0.003090369049459696,17.68902587890625,42,0.6545139747712095,0.7353492998174591,0.6323630046849502,2,0.5715805095226317,20,7.478199481964111,checkpoints/qqp/stolen_qqp_nodp_budget1000_seed42_soft.pt,qqp,qqp,0.8862973039821914,0.8991629268165983,0.8485187992223284,2,0.3824387830818699,20,16.053665161132812,checkpoints/qqp/victim_qqp_P20_seed42.pt,qqp
5000,False,probs,0.7516695523126391,0.29426800844665213,0.0201520174741745,19.674102783203125,42,0.7233984664852832,0.7782837148058276,0.6687401878017714,2,0.46683156072223597,20,11.70133113861084,checkpoints/qqp/stolen_qqp_nodp_budget5000_seed42_soft.pt,qqp,qqp,0.8862973039821914,0.8991629268165983,0.8485187992223284,2,0.3824387830818699,20,16.053665161132812,checkpoints/qqp/victim_qqp_P20_seed42.pt,qqp
200,False,probs,0.6215928765767994,0.4166625315545073,0.044624365866184235,37.23357391357422,43,0.6168686618847391,0.6045285060032447,0.20105219723540332,2,0.11137768983428148,20,5.3362650871276855,checkpoints/qqp/stolen_qqp_nodp_budget200_seed43_soft.pt,qqp,qqp,0.8874845411822904,0.8971005510759035,0.8464990720431923,2,0.364828097947069,20,37.088104248046875,checkpoints/qqp/victim_qqp_P20_seed43.pt,qqp
500,False,probs,0.6147415285678951,0.4339645308357874,0.03099101409316063,37.42481231689453,43,0.6114024239426169,0.6785776388341473,0.27017234171041016,2,0.16428394756369033,20,6.288473129272461,checkpoints/qqp/stolen_qqp_nodp_budget500_seed43_soft.pt,qqp,qqp,0.8874845411822904,0.8971005510759035,0.8464990720431923,2,0.364828097947069,20,37.088104248046875,checkpoints/qqp/victim_qqp_P20_seed43.pt,qqp
1000,False,probs,0.6059361860004947,0.4379752464645899,0.05495535954833031,37.455116271972656,43,0.6018550581251546,0.6957558961425299,0.4638800999167361,2,0.37447440019787287,20,7.651844501495361,checkpoints/qqp/stolen_qqp_nodp_budget1000_seed43_soft.pt,qqp,qqp,0.8874845411822904,0.8971005510759035,0.8464990720431923,2,0.364828097947069,20,37.088104248046875,checkpoints/qqp/victim_qqp_P20_seed43.pt,qqp
5000,False,probs,0.6046747464753895,0.44677869610169607,0.009768000803887844,38.534080505371094,43,0.6012367054167698,0.6986782669342894,0.6003866745984533,2,0.6297056641108089,20,10.82552433013916,checkpoints/qqp/stolen_qqp_nodp_budget5000_seed43_soft.pt,qqp,qqp,0.8874845411822904,0.8971005510759035,0.8464990720431923,2,0.364828097947069,20,37.088104248046875,checkpoints/qqp/victim_qqp_P20_seed43.pt,qqp
200,False,probs,0.4644076181053673,0.4998101983349305,-0.012988844886422157,25.206932067871094,44,0.45688844917140736,0.5693795448773101,0.4862664358242477,2,0.6890180558990848,20,5.438106060028076,checkpoints/qqp/stolen_qqp_nodp_budget200_seed44_soft.pt,qqp,qqp,0.8876576799406382,0.9038085489322607,0.8493832073219261,2,0.37771456838980955,20,24.542800903320312,checkpoints/qqp/victim_qqp_P20_seed44.pt,qqp
500,False,probs,0.5431857531535988,0.4558150888565534,-0.013296592980623245,25.446231842041016,44,0.5477368290873114,0.5660886095562637,0.32375457672251196,2,0.3006183527083849,20,6.401823043823242,checkpoints/qqp/stolen_qqp_nodp_budget500_seed44_soft.pt,qqp,qqp,0.8876576799406382,0.9038085489322607,0.8493832073219261,2,0.37771456838980955,20,24.542800903320312,checkpoints/qqp/victim_qqp_P20_seed44.pt,qqp
